invoice_id,city,customer_type,product_line,unit_price,quantity,gross_income,date
INV-00336,Mandalay,Member,Home and lifestyle,38.92,10,19.46,2024-07-02
INV-00767,Yangon,Normal,Fashion accessories,65.71,8,26.28,2024-05-07
INV-00643,Taunggyi,Normal,Electronic accessories,40.23,9,18.1,2024-10-16
INV-00054,Naypyitaw,Member,Sports and travel,93.55,10,46.78,2024-04-18
INV-00397,Mandalay,Normal,Food and beverages,39.15,5,9.79,2024-07-30
INV-00094,Mandalay,Member,Electronic accessories,67.39,7,23.59,2024-06-20
INV-00812,Yangon,Member,Home and lifestyle,83.12,2,8.31,2024-04-24
INV-00808,Yangon,Member,Food and beverages,73.84,6,22.15,2024-09-19
INV-00097,Mandalay,Member,Sports and travel,35.86,2,3.59,2024-09-03
INV-00805,Bago,Normal,Sports and travel,97.45,9,43.85,2024-06-10
INV-00070,Mandalay,Member,Health and beauty,36.86,6,11.06,2024-08-18
INV-00938,Naypyitaw,Member,Sports and travel,39.89,8,15.96,2024-08-06
INV-00267,Mandalay,Member,Home and lifestyle,90.58,9,40.76,2024-11-15
INV-00154,Mandalay,Normal,Food and beverages,27.65,5,6.91,2024-01-27
INV-00741,Bago,Member,Food and beverages,25.72,4,5.14,2024-12-30
INV-00821,Naypyitaw,Member,Home and lifestyle,99.83,8,39.93,2024-03-14
INV-00427,Bago,Normal,Home and lifestyle,17.89,5,4.47,2024-07-02
INV-00894,Mandalay,Member,Home and lifestyle,67.57,5,16.89,2024-08-17
INV-00137,Yangon,Normal,Sports and travel,97.45,8,38.98,2024-01-24
INV-00552,Taunggyi,Member,Food and beverages,81.95,3,12.29,2024-07-07
INV-00071,Mandalay,Normal,Health and beauty,94.54,7,33.09,2024-06-03
INV-00080,Mandalay,Member,Food and beverages,41.48,10,20.74,2024-11-29
INV-00644,Naypyitaw,Normal,Sports and travel,24.65,9,11.09,2024-10-23
INV-00504,Bago,Normal,Health and beauty,76.34,9,34.35,2024-10-06
INV-00282,Bago,Member,Health and beauty,24.41,4,4.88,2024-06-18
INV-00403,Yangon,Member,Sports and travel,57.59,5,14.4,2024-01-05
INV-00141,Mandalay,Member,Electronic accessories,53.0,10,26.5,2024-02-06
INV-00851,Naypyitaw,Normal,Home and lifestyle,15.37,5,3.84,2024-09-26
INV-00433,Taunggyi,Normal,Food and beverages,27.67,2,2.77,2024-10-31
INV-00979,Taunggyi,Normal,Health and beauty,71.46,5,17.86,2024-12-31
INV-00052,Mandalay,Member,Sports and travel,12.02,6,3.61,2024-04-14
INV-00371,Yangon,Normal,Home and lifestyle,22.23,1,1.11,2024-01-02
INV-00308,Yangon,Member,Fashion accessories,31.07,6,9.32,2024-11-17
INV-00030,Mandalay,Member,Sports and travel,13.95,5,3.49,2024-09-02
INV-00694,Taunggyi,Normal,Food and beverages,70.76,4,14.15,2024-10-28
INV-00783,Bago,Normal,Home and lifestyle,90.23,1,4.51,2024-05-23
INV-00459,Yangon,Normal,Food and beverages,39.62,9,17.83,2024-11-01
INV-00115,Taunggyi,Member,Food and beverages,78.74,8,31.5,2024-09-16
INV-00950,Yangon,Member,Health and beauty,36.99,9,16.65,2024-11-09
INV-00156,Naypyitaw,Member,Food and beverages,62.01,2,6.2,2024-08-12
INV-00445,Bago,Normal,Food and beverages,14.19,10,7.1,2024-07-08
INV-00404,Naypyitaw,Normal,Sports and travel,78.22,3,11.73,2024-05-01
INV-00938,Naypyitaw,Member,Sports and travel,39.89,8,15.96,2024-08-06
INV-00672,Naypyitaw,Member,Sports and travel,49.83,9,22.42,2024-03-26
INV-00016,Taunggyi,Normal,Home and lifestyle,76.11,6,22.83,2024-03-01
INV-00107,Yangon,Normal,Fashion accessories,76.63,10,38.31,2024-09-19
INV-00456,Bago,Member,Home and lifestyle,73.04,6,21.91,2024-04-10
INV-00775,Taunggyi,Member,Food and beverages,81.56,8,32.62,2024-12-31
INV-00804,Bago,Normal,Sports and travel,90.75,5,22.69,2024-04-12
INV-00696,Yangon,Normal,Food and beverages,52.98,10,26.49,2024-07-02
INV-00935,Bago,Member,Sports and travel,26.04,3,3.91,2024-01-12
INV-00929,Bago,Member,Food and beverages,54.38,10,27.19,2024-01-09
INV-00777,Taunggyi,Member,Fashion accessories,68.62,5,17.16,2024-10-30
INV-00212,Yangon,Normal,Home and lifestyle,82.93,4,16.59,2024-02-12
INV-00326,Taunggyi,Normal,Home and lifestyle,89.04,6,26.71,2024-06-12
INV-00584,Mandalay,Normal,Electronic accessories,74.34,9,33.45,2024-12-22
INV-00939,Naypyitaw,Member,Fashion accessories,17.16,9,7.72,2024-01-23
INV-00526,Taunggyi,Normal,Home and lifestyle,27.18,4,5.44,2024-11-30
INV-00501,Yangon,Normal,Electronic accessories,85.88,10,42.94,2024-11-11
INV-00100,Naypyitaw,Member,Fashion accessories,52.7,2,5.27,2024-05-01
INV-00381,Yangon,Normal,Health and beauty,23.84,3,3.58,2024-10-19
INV-00872,Bago,Normal,Fashion accessories,79.4,2,7.94,2024-11-14
INV-00718,Taunggyi,Normal,Sports and travel,67.71,3,10.16,2024-10-24
INV-00625,Taunggyi,Normal,Fashion accessories,90.13,8,36.05,2024-10-17
INV-00388,Naypyitaw,Normal,Food and beverages,71.7,5,17.93,2024-01-08
INV-00667,Bago,Member,Home and lifestyle,89.0,6,26.7,2024-10-11
INV-00448,Taunggyi,Normal,Electronic accessories,18.44,4,3.69,2024-12-05
INV-00720,Naypyitaw,Member,Electronic accessories,12.27,6,3.68,2024-12-16
INV-00008,Yangon,Member,Food and beverages,66.12,10,33.06,2024-11-30
INV-00355,Taunggyi,Member,Home and lifestyle,35.85,4,7.17,2024-02-16
INV-00991,Bago,Normal,Health and beauty,10.17,4,2.03,2024-10-22
INV-00740,Yangon,Normal,Food and beverages,24.34,5,6.09,2024-09-19
INV-00585,Mandalay,Member,Home and lifestyle,35.08,5,8.77,2024-03-09
INV-00463,Taunggyi,Normal,Sports and travel,98.55,5,24.64,2024-02-20
INV-00747,Yangon,Normal,Home and lifestyle,34.06,3,5.11,2024-04-29
INV-00944,Taunggyi,Member,Sports and travel,90.96,7,31.84,2024-08-15
INV-00678,Yangon,Member,Home and lifestyle,59.46,10,29.73,2024-09-05
INV-00995,Bago,Member,Health and beauty,64.31,8,25.72,2024-02-02
INV-00244,Mandalay,Member,Home and lifestyle,79.59,5,19.9,2024-08-27
INV-00364,Taunggyi,Normal,Food and beverages,98.45,6,29.54,2024-10-01
INV-00356,Bago,Member,Electronic accessories,44.24,5,11.06,2024-02-18
INV-00372,Mandalay,Member,Fashion accessories,18.94,6,5.68,2024-08-16
INV-00607,Yangon,Member,Fashion accessories,76.08,2,7.61,2024-09-01
INV-00677,Taunggyi,Normal,Fashion accessories,81.86,6,24.56,2024-06-11
INV-00215,Mandalay,Normal,Health and beauty,17.63,9,7.93,2024-12-04
INV-00855,Yangon,Member,Health and beauty,69.3,5,17.32,2024-10-06
INV-00752,Naypyitaw,Member,Electronic accessories,60.2,10,30.1,2024-12-29
INV-00829,Taunggyi,Member,Food and beverages,27.2,8,10.88,2024-09-29
INV-00462,Taunggyi,Member,Health and beauty,64.5,10,32.25,2024-06-01
INV-00142,Bago,Member,Food and beverages,89.98,6,26.99,2024-09-02
INV-00171,Bago,Member,Sports and travel,11.88,9,5.35,2024-03-24
INV-00221,Bago,Normal,Home and lifestyle,79.46,1,3.97,2024-04-14
INV-00262,Bago,Member,Food and beverages,20.67,8,8.27,2024-09-09
INV-00232,Yangon,Member,Electronic accessories,14.15,9,6.37,2024-01-10
INV-00442,Yangon,Normal,Health and beauty,41.17,2,4.12,2024-11-15
INV-00608,Bago,Normal,Health and beauty,21.35,7,7.47,2024-02-13
INV-00948,Bago,Normal,Fashion accessories,74.36,3,11.15,2024-07-02
INV-00102,Bago,Member,Electronic accessories,32.37,5,8.09,2024-01-15
INV-00782,Bago,Normal,Food and beverages,35.73,3,5.36,2024-01-15
INV-00905,Taunggyi,Normal,Electronic accessories,20.37,2,2.04,2024-05-31
INV-00342,Bago,Normal,Fashion accessories,52.21,5,13.05,2024-06-22
INV-00098,Naypyitaw,Normal,Health and beauty,13.66,5,3.42,2024-06-16
INV-00616,Naypyitaw,Member,Home and lifestyle,94.89,9,42.7,2024-11-23
INV-00425,Naypyitaw,Member,Health and beauty,80.99,2,8.1,2024-10-14
INV-00315,Bago,Member,Sports and travel,65.33,2,6.53,2024-12-30
INV-00252,Naypyitaw,Member,Sports and travel,28.16,5,7.04,2024-10-09
INV-00538,Taunggyi,Normal,Electronic accessories,18.67,9,8.4,2024-06-03
INV-00999,Taunggyi,Member,Sports and travel,84.69,10,42.34,2024-05-31
INV-00304,Taunggyi,Normal,Home and lifestyle,56.91,6,17.07,2024-03-31
INV-00130,Bago,Normal,Electronic accessories,64.66,1,3.23,2024-08-25
INV-00971,Bago,Member,Food and beverages,88.76,5,22.19,2024-02-03
INV-00960,Mandalay,Member,Home and lifestyle,22.46,9,10.11,2024-12-08
INV-00316,Mandalay,Normal,Food and beverages,25.32,2,2.53,2024-06-07
INV-00943,Naypyitaw,Normal,Sports and travel,67.96,6,20.39,2024-08-16
INV-00077,Taunggyi,Normal,Food and beverages,19.75,10,9.88,2024-09-17
INV-00321,Yangon,Member,Home and lifestyle,37.03,3,5.55,2024-06-23
INV-00998,Bago,Normal,Health and beauty,41.19,7,14.42,2024-11-28
INV-00090,Mandalay,Normal,Home and lifestyle,23.86,8,9.54,2024-07-31
INV-00692,Taunggyi,Normal,Food and beverages,58.69,8,23.48,2024-12-02
INV-00416,Taunggyi,Normal,Sports and travel,48.7,5,12.18,2024-09-16
INV-00904,Bago,Normal,Health and beauty,92.53,10,46.27,2024-05-12
INV-00754,Bago,Normal,Health and beauty,64.46,1,3.22,2024-05-05
INV-00807,Bago,Normal,Sports and travel,46.82,8,18.73,2024-02-11
INV-00753,Naypyitaw,Member,Home and lifestyle,38.42,4,7.68,2024-12-15
INV-00301,Yangon,Normal,Electronic accessories,78.56,10,39.28,2024-07-31
INV-00920,Mandalay,Normal,Sports and travel,16.18,7,5.66,2024-08-30
INV-00170,Yangon,Member,Food and beverages,11.38,2,1.14,2024-04-19
INV-00618,Mandalay,Member,Sports and travel,95.33,6,28.6,2024-05-12
INV-00468,Mandalay,Normal,Sports and travel,78.24,9,35.21,2024-01-06
INV-00985,Mandalay,Member,Fashion accessories,28.72,9,12.92,2024-10-01
INV-00658,Bago,Normal,Sports and travel,79.35,8,31.74,2024-07-11
INV-00987,Naypyitaw,Normal,Food and beverages,36.03,3,5.4,2024-08-09
INV-00068,Yangon,Member,Food and beverages,48.3,1,2.42,2024-08-12
INV-00802,Bago,Normal,Electronic accessories,83.55,6,25.06,2024-02-23
INV-00117,Naypyitaw,Member,Sports and travel,61.14,2,6.11,2024-12-16
INV-00543,Naypyitaw,Normal,Health and beauty,18.12,4,3.62,2024-03-05
INV-00787,Naypyitaw,Normal,Electronic accessories,30.42,10,15.21,2024-03-21
INV-00360,Mandalay,Normal,Food and beverages,51.85,6,15.56,2024-08-05
INV-00034,Taunggyi,Member,Electronic accessories,64.91,7,22.72,2024-09-22
INV-00888,Taunggyi,Normal,Sports and travel,60.11,8,24.04,2024-06-28
INV-00041,Taunggyi,Normal,Food and beverages,37.12,7,12.99,2024-05-02
INV-00153,Taunggyi,Normal,Food and beverages,85.28,2,8.53,2024-01-07
INV-00053,Yangon,Member,Health and beauty,51.84,1,2.59,2024-11-20
INV-00913,Bago,Member,Fashion accessories,53.28,10,26.64,2024-02-13
INV-00592,Yangon,Normal,Sports and travel,15.92,1,0.8,2024-02-26
INV-00348,Bago,Normal,Fashion accessories,86.07,5,21.52,2024-05-08
INV-00863,Naypyitaw,Normal,Sports and travel,57.77,9,26.0,2024-03-12
INV-00675,Mandalay,Member,Health and beauty,97.82,10,48.91,2024-01-21
INV-00296,Mandalay,Member,Home and lifestyle,62.07,9,27.93,2024-03-24
INV-00640,Mandalay,Member,Food and beverages,41.42,9,18.64,2024-10-17
INV-00975,Naypyitaw,Member,Home and lifestyle,17.62,3,2.64,2024-06-02
INV-00299,Yangon,Normal,Health and beauty,55.9,7,19.57,2024-01-03
INV-00959,Naypyitaw,Member,Food and beverages,94.62,3,14.19,2024-12-22
INV-00886,Mandalay,Normal,Food and beverages,69.92,3,10.49,2024-02-16
INV-00574,Taunggyi,Normal,Health and beauty,57.56,4,11.51,2024-04-03
INV-00015,Yangon,Member,Electronic accessories,62.84,3,9.43,2024-01-02
INV-00126,Mandalay,Member,Sports and travel,33.75,6,10.12,2024-01-22
INV-00568,Mandalay,Member,Sports and travel,54.49,3,8.17,2024-08-30
INV-00806,Yangon,Normal,Food and beverages,66.14,10,33.07,2024-08-24
INV-00582,Yangon,Normal,Home and lifestyle,67.0,9,30.15,2024-10-26
INV-00656,Bago,Normal,Health and beauty,63.92,8,25.57,2024-07-28
INV-00384,Mandalay,Normal,Health and beauty,37.53,3,5.63,2024-10-05
INV-00045,Bago,Normal,Food and beverages,56.39,3,8.46,2024-02-22
INV-00624,Naypyitaw,Normal,Sports and travel,36.83,5,9.21,2024-07-30
INV-00830,Mandalay,Member,Sports and travel,13.68,2,1.37,2024-10-28
INV-00911,Naypyitaw,Member,Sports and travel,14.74,4,2.95,2024-07-21
INV-00443,Mandalay,Member,Sports and travel,80.91,7,28.32,2024-08-30
INV-00704,Yangon,Normal,Electronic accessories,49.96,6,14.99,2024-11-01
INV-00885,Taunggyi,Member,Home and lifestyle,76.67,4,15.33,2024-04-10
INV-00247,Mandalay,Normal,Electronic accessories,24.61,10,12.3,2024-03-15
INV-00199,Bago,Normal,Electronic accessories,68.52,1,3.43,2024-02-22
INV-00051,Taunggyi,Normal,Electronic accessories,39.79,1,1.99,2024-02-15
INV-00421,Mandalay,Normal,Health and beauty,89.77,4,17.95,2024-03-13
INV-00472,Taunggyi,Normal,Electronic accessories,65.55,7,22.94,2024-08-06
INV-00687,Mandalay,Normal,Electronic accessories,83.59,6,25.08,2024-11-27
INV-00038,Naypyitaw,Member,Home and lifestyle,51.26,5,12.82,2024-09-12
INV-00469,Taunggyi,Member,Food and beverages,42.36,4,8.47,2024-01-28
INV-00673,Taunggyi,Member,Food and beverages,71.1,9,32.0,2024-08-21
INV-00335,Taunggyi,Normal,Health and beauty,82.51,5,20.63,2024-12-21
INV-00340,Bago,Member,Health and beauty,27.0,8,10.8,2024-04-30
INV-00129,Bago,Member,Fashion accessories,87.6,8,35.04,2024-05-14
INV-00043,Naypyitaw,Normal,Sports and travel,22.61,10,11.3,2024-09-16
INV-00988,Yangon,Normal,Fashion accessories,58.1,10,29.05,2024-07-28
INV-00329,Mandalay,Member,Fashion accessories,36.88,1,1.84,2024-12-17
INV-00680,Mandalay,Normal,Home and lifestyle,28.59,1,1.43,2024-04-01
INV-00441,Mandalay,Normal,Food and beverages,78.47,9,35.31,2024-04-27
INV-00761,Mandalay,Member,Home and lifestyle,67.72,6,20.32,2024-10-19
INV-00558,Yangon,Normal,Sports and travel,16.91,2,1.69,2024-05-05
INV-00708,Taunggyi,Normal,Sports and travel,16.52,2,1.65,2024-07-17
INV-00328,Mandalay,Normal,Home and lifestyle,55.58,3,8.34,2024-12-12
INV-00058,Mandalay,Normal,Home and lifestyle,46.93,7,16.43,2024-12-05
INV-00507,Mandalay,Member,Home and lifestyle,63.13,3,9.47,2024-03-01
INV-00566,Naypyitaw,Normal,Food and beverages,13.72,8,5.49,2024-11-01
INV-00497,Mandalay,Normal,Health and beauty,20.75,10,10.38,2024-06-02
INV-00646,Mandalay,Member,Food and beverages,55.49,5,13.87,2024-10-05
INV-00583,Bago,Member,Health and beauty,21.51,9,9.68,2024-05-03
INV-00429,Naypyitaw,Member,Home and lifestyle,43.39,10,21.7,2024-01-18
INV-00478,Yangon,Normal,Health and beauty,60.12,5,15.03,2024-02-10
INV-00167,Mandalay,Member,Home and lifestyle,82.76,3,12.41,2024-09-24
INV-00253,Mandalay,Member,Fashion accessories,83.0,10,41.5,2024-08-19
INV-00736,Mandalay,Normal,Electronic accessories,27.02,1,1.35,2024-01-19
INV-00338,Taunggyi,Member,Food and beverages,53.14,4,10.63,2024-09-02
INV-00636,Taunggyi,Member,Health and beauty,58.99,6,17.7,2024-12-27
INV-00539,Yangon,Normal,Home and lifestyle,67.64,10,33.82,2024-09-09
INV-00990,Taunggyi,Normal,Home and lifestyle,49.24,10,24.62,2024-07-05
INV-00270,Mandalay,Normal,Health and beauty,80.54,10,40.27,2024-05-22
INV-00641,Bago,Member,Fashion accessories,77.45,9,34.85,2024-12-04
INV-00009,Taunggyi,Normal,Electronic accessories,51.17,6,15.35,2024-06-18
INV-00731,Mandalay,Member,Sports and travel,90.43,10,45.22,2024-10-19
INV-00273,Taunggyi,Normal,Home and lifestyle,69.93,7,24.48,2024-04-15
INV-00480,Bago,Member,Home and lifestyle,98.25,7,34.39,2024-01-26
INV-00251,Bago,Normal,Electronic accessories,99.41,7,34.79,2024-05-19
INV-00025,Bago,Normal,Electronic accessories,41.1,4,8.22,2024-03-07
INV-00174,Yangon,Normal,Health and beauty,34.84,1,1.74,2024-05-26
INV-00653,Mandalay,Normal,Food and beverages,67.06,7,23.47,2024-07-06
INV-00848,Mandalay,Normal,Health and beauty,54.74,2,5.47,2024-11-26
INV-00072,Yangon,Normal,Home and lifestyle,41.77,4,8.35,2024-10-04
INV-00083,Taunggyi,Member,Health and beauty,75.19,1,3.76,2024-10-16
INV-00432,Bago,Normal,Electronic accessories,99.9,2,9.99,2024-07-15
INV-00291,Yangon,Normal,Electronic accessories,90.16,9,40.57,2024-07-17
INV-00383,Mandalay,Member,Sports and travel,54.68,8,21.87,2024-02-02
INV-00665,Taunggyi,Normal,Home and lifestyle,28.52,7,9.98,2024-08-28
INV-00866,Yangon,Normal,Food and beverages,28.49,6,8.55,2024-10-24
INV-00816,Yangon,Member,Food and beverages,26.76,3,4.01,2024-11-20
INV-00123,Mandalay,Member,Fashion accessories,72.95,10,36.48,2024-04-25
INV-00368,Taunggyi,Normal,Home and lifestyle,47.26,7,16.54,2024-02-15
INV-00972,Yangon,Member,Electronic accessories,53.66,10,26.83,2024-08-12
INV-00159,Taunggyi,Normal,Electronic accessories,68.15,5,17.04,2024-09-22
INV-00229,Mandalay,Member,Fashion accessories,22.49,6,6.75,2024-09-25
INV-00537,Taunggyi,Member,Food and beverages,44.53,7,15.59,2024-01-02
INV-00017,Bago,Member,Fashion accessories,94.36,8,37.74,2024-06-23
INV-00055,Mandalay,Member,Health and beauty,13.54,2,1.35,2024-02-20
INV-00136,Naypyitaw,Normal,Fashion accessories,37.46,6,11.24,2024-04-26
INV-00530,Mandalay,Member,Electronic accessories,53.91,8,21.56,2024-10-28
INV-00213,Naypyitaw,Member,Sports and travel,55.58,7,19.45,2024-03-27
INV-00957,Naypyitaw,Normal,Fashion accessories,90.07,7,31.52,2024-07-02
INV-00712,Bago,Member,Sports and travel,26.75,1,1.34,2024-07-25
INV-00958,Yangon,Normal,Home and lifestyle,88.95,2,8.9,2024-08-05
INV-00419,Bago,Normal,Sports and travel,54.12,7,18.94,2024-05-23
INV-00571,Yangon,Member,Electronic accessories,91.72,7,32.1,2024-03-08
INV-00317,Yangon,Normal,Food and beverages,97.34,10,48.67,2024-07-22
INV-00831,Yangon,Member,Electronic accessories,68.93,3,10.34,2024-09-10
INV-00860,Mandalay,Member,Fashion accessories,14.26,7,4.99,2024-05-07
INV-00104,Mandalay,Member,Home and lifestyle,43.74,2,4.37,2024-08-10
INV-00493,Naypyitaw,Member,Electronic accessories,98.91,8,39.56,2024-10-18
INV-00359,Yangon,Normal,Food and beverages,21.15,3,3.17,2024-05-11
INV-00361,Yangon,Member,Home and lifestyle,37.69,7,13.19,2024-11-26
INV-00152,Naypyitaw,Member,Fashion accessories,93.71,5,23.43,2024-11-04
INV-00358,Yangon,Member,Food and beverages,92.47,6,27.74,2024-06-28
INV-00103,Bago,Normal,Fashion accessories,39.41,8,15.76,2024-11-15
INV-00209,Bago,Normal,Fashion accessories,35.48,10,17.74,2024-05-10
INV-00343,Yangon,Normal,Sports and travel,34.26,3,5.14,2024-08-29
INV-00635,Bago,Normal,Home and lifestyle,64.38,3,9.66,2024-01-10
INV-00084,Bago,Normal,Home and lifestyle,37.6,3,5.64,2024-03-02
INV-00003,Bago,Member,Health and beauty,43.51,9,19.58,2024-08-10
INV-00454,Taunggyi,Normal,Sports and travel,33.62,3,5.04,2024-09-09
INV-00606,Taunggyi,Member,Food and beverages,81.85,3,12.28,2024-11-15
INV-00686,Yangon,Normal,Home and lifestyle,63.93,3,9.59,2024-10-25
INV-00511,Mandalay,Member,Fashion accessories,85.1,8,34.04,2024-08-30
INV-00246,Naypyitaw,Member,Sports and travel,15.96,2,1.6,2024-03-22
INV-00390,Taunggyi,Normal,Health and beauty,31.89,7,11.16,2024-05-23
INV-00876,Bago,Member,Electronic accessories,27.26,7,9.54,2024-12-19
INV-00620,Bago,Normal,Food and beverages,30.12,5,7.53,2024-11-17
INV-00060,Yangon,Member,Health and beauty,57.02,3,8.55,2024-08-13
INV-00776,Yangon,Normal,Food and beverages,56.89,7,19.91,2024-03-14
INV-00699,Yangon,Member,Health and beauty,58.12,8,23.25,2024-01-12
INV-00923,Naypyitaw,Normal,Fashion accessories,35.74,8,14.3,2024-05-29
INV-00492,Taunggyi,Normal,Food and beverages,72.87,9,32.79,2024-02-20
INV-00489,Naypyitaw,Member,Fashion accessories,14.48,5,3.62,2024-07-23
INV-00332,Taunggyi,Member,Electronic accessories,20.61,10,10.3,2024-01-31
INV-00028,Mandalay,Normal,Food and beverages,26.82,2,2.68,2024-06-17
INV-00555,Mandalay,Normal,Food and beverages,28.48,7,9.97,2024-10-17
INV-00739,Naypyitaw,Normal,Sports and travel,84.81,1,4.24,2024-04-14
INV-00423,Mandalay,Normal,Health and beauty,29.96,9,13.48,2024-08-17
INV-00946,Yangon,Normal,Food and beverages,39.8,8,15.92,2024-09-29
INV-00233,Bago,Normal,Home and lifestyle,26.49,4,5.3,2024-09-02
INV-00256,Naypyitaw,Member,Home and lifestyle,67.02,9,30.16,2024-08-10
INV-00603,Taunggyi,Member,Fashion accessories,28.13,6,8.44,2024-08-29
INV-00373,Yangon,Member,Fashion accessories,47.79,10,23.89,2024-03-06
INV-00880,Taunggyi,Member,Fashion accessories,85.46,2,8.55,2024-03-17
INV-00226,Mandalay,Normal,Home and lifestyle,11.75,4,2.35,2024-10-28
INV-00996,Bago,Normal,Fashion accessories,57.19,9,25.74,2024-07-31
INV-00577,Naypyitaw,Member,Fashion accessories,20.43,6,6.13,2024-10-29
INV-00330,Bago,Member,Health and beauty,35.35,8,14.14,2024-10-18
INV-00477,Naypyitaw,Normal,Home and lifestyle,35.05,7,12.27,2024-01-30
INV-00817,Mandalay,Member,Fashion accessories,92.87,6,27.86,2024-05-18
INV-00338,Taunggyi,Member,Food and beverages,53.14,4,10.63,2024-09-02
INV-00642,Yangon,Normal,Food and beverages,35.38,5,8.85,2024-05-17
INV-00049,Yangon,Normal,Sports and travel,35.85,4,7.17,2024-08-17
INV-00134,Mandalay,Member,Fashion accessories,14.3,1,0.72,2024-08-22
INV-00092,Naypyitaw,Member,Electronic accessories,85.38,10,42.69,2024-01-10
INV-00683,Taunggyi,Member,Electronic accessories,49.8,7,17.43,2024-05-09
INV-00570,Yangon,Normal,Electronic accessories,72.49,1,3.62,2024-12-02
INV-00669,Naypyitaw,Member,Food and beverages,32.58,3,4.89,2024-04-27
INV-00654,Taunggyi,Normal,Home and lifestyle,17.8,7,6.23,2024-07-11
INV-00697,Naypyitaw,Normal,Fashion accessories,26.52,2,2.65,2024-08-27
INV-00953,Naypyitaw,Member,Electronic accessories,20.35,4,4.07,2024-09-23
INV-00967,Taunggyi,Member,Sports and travel,45.64,7,15.97,2024-11-19
INV-00105,Yangon,Member,Electronic accessories,65.13,8,26.05,2024-10-18
INV-00222,Naypyitaw,Member,Fashion accessories,13.31,7,4.66,2024-10-25
INV-00651,Yangon,Member,Home and lifestyle,33.66,6,10.1,2024-09-29
INV-00895,Yangon,Normal,Health and beauty,98.97,5,24.74,2024-06-01
INV-00063,Mandalay,Normal,Health and beauty,54.67,1,2.73,2024-05-03
INV-00242,Yangon,Normal,Food and beverages,92.29,8,36.92,2024-10-09
INV-00746,Naypyitaw,Normal,Home and lifestyle,56.72,7,19.85,2024-10-17
INV-00490,Taunggyi,Normal,Fashion accessories,93.96,8,37.58,2024-03-07
INV-00482,Bago,Member,Home and lifestyle,73.7,2,7.37,2024-09-19
INV-00028,Mandalay,Normal,Food and beverages,26.82,2,2.68,2024-06-17
INV-00002,Taunggyi,Normal,Food and beverages,63.89,10,31.95,2024-01-10
INV-00801,Mandalay,Member,Home and lifestyle,27.41,5,6.85,2024-10-06
INV-00596,Bago,Normal,Home and lifestyle,17.0,5,4.25,2024-01-13
INV-00278,Bago,Member,Food and beverages,97.11,4,19.42,2024-04-22
INV-00188,Yangon,Normal,Health and beauty,39.7,2,3.97,2024-04-28
INV-00461,Mandalay,Normal,Food and beverages,54.69,8,21.88,2024-11-30
INV-00973,Yangon,Normal,Food and beverages,40.6,5,10.15,2024-05-04
INV-00601,Taunggyi,Member,Health and beauty,45.48,3,6.82,2024-05-17
INV-00562,Mandalay,Member,Sports and travel,72.09,3,10.81,2024-01-24
INV-00717,Mandalay,Member,Fashion accessories,58.6,1,2.93,2024-10-01
INV-00447,Bago,Normal,Fashion accessories,66.55,9,29.95,2024-10-08
INV-00922,Taunggyi,Normal,Food and beverages,79.97,8,31.99,2024-01-02
INV-00572,Mandalay,Member,Fashion accessories,50.13,1,2.51,2024-11-10
INV-00385,Mandalay,Member,Food and beverages,61.42,6,18.43,2024-06-28
INV-00089,Bago,Member,Health and beauty,42.35,2,4.24,2024-12-08
INV-00745,Bago,Normal,Sports and travel,42.07,8,16.83,2024-03-09
INV-00013,Naypyitaw,Member,Fashion accessories,64.17,2,6.42,2024-07-02
INV-00245,Naypyitaw,Normal,Home and lifestyle,45.73,6,13.72,2024-11-07
INV-00980,Bago,Normal,Electronic accessories,67.27,4,13.45,2024-04-25
INV-00251,Bago,Normal,Electronic accessories,99.41,7,34.79,2024-05-19
INV-00622,Mandalay,Normal,Health and beauty,15.12,9,6.8,2024-11-16
INV-00211,Taunggyi,Normal,Electronic accessories,14.33,2,1.43,2024-03-30
INV-00839,Naypyitaw,Member,Sports and travel,70.47,5,17.62,2024-12-17
INV-00819,Taunggyi,Member,Food and beverages,11.28,3,1.69,2024-07-07
INV-00242,Yangon,Normal,Food and beverages,92.29,8,36.92,2024-10-09
INV-00549,Naypyitaw,Member,Electronic accessories,29.73,7,10.41,2024-12-12
INV-00560,Mandalay,Normal,Food and beverages,26.95,7,9.43,2024-11-21
INV-00826,Taunggyi,Normal,Health and beauty,68.48,10,34.24,2024-01-05
INV-00915,Naypyitaw,Normal,Home and lifestyle,57.46,10,28.73,2024-05-19
INV-00418,Naypyitaw,Member,Electronic accessories,56.18,5,14.04,2024-04-07
INV-00445,Bago,Normal,Food and beverages,14.19,10,7.1,2024-07-08
INV-00144,Bago,Normal,Home and lifestyle,33.29,6,9.99,2024-07-15
INV-00377,Bago,Normal,Sports and travel,68.02,10,34.01,2024-04-15
INV-00633,Bago,Member,Home and lifestyle,23.79,7,8.33,2024-02-27
INV-00395,Naypyitaw,Member,Fashion accessories,16.86,6,5.06,2024-06-06
INV-00157,Yangon,Member,Health and beauty,17.52,1,0.88,2024-08-22
INV-00440,Taunggyi,Member,Home and lifestyle,57.79,4,11.56,2024-11-21
INV-00398,Taunggyi,Member,Electronic accessories,66.43,9,29.89,2024-04-17
INV-00941,Yangon,Member,Home and lifestyle,57.17,9,25.73,2024-07-03
INV-00613,Bago,Normal,Fashion accessories,95.22,8,38.09,2024-12-09
